단계,레벨,공격력,방어력,체력,공격력 강화 비용(G),방어력 강화 비용(G),체력 강화 비용(G),공격력 누적 비용(G),방어력 누적 비용(G),체력 누적 비용(G)
5,2677,3570,1785,26770,895,717,493,1224931,986126,687664
5,2678,3571,1786,26780,895,717,494,1225826,986843,688157
5,2679,3572,1786,26790,896,717,494,1226721,987560,688651
5,2680,3574,1787,26800,896,717,494,1227617,988277,689145
5,2681,3575,1788,26810,896,718,494,1228513,988994,689639
5,2682,3576,1788,26820,897,718,494,1229409,989712,690133
5,2683,3578,1789,26830,897,718,494,1230306,990430,690627
5,2684,3579,1790,26840,897,718,495,1231203,991148,691121
5,2685,3580,1790,26850,898,719,495,1232100,991866,691616
5,2686,3582,1791,26860,898,719,495,1232998,992585,692111
5,2687,3583,1792,26870,898,719,495,1233896,993304,692606
5,2688,3584,1792,26880,899,719,495,1234794,994023,693101
5,2689,3586,1793,26890,899,720,496,1235693,994742,693596
5,2690,3587,1794,26900,899,720,496,1236592,995462,694092
5,2691,3588,1794,26910,900,720,496,1237491,996182,694588
5,2692,3590,1795,26920,900,720,496,1238391,996902,695084
5,2693,3591,1796,26930,900,721,496,1239291,997622,695580
5,2694,3592,1796,26940,901,721,496,1240191,998343,696076
5,2695,3594,1797,26950,901,721,497,1241092,999064,696572
5,2696,3595,1798,26960,901,721,497,1241993,999785,697069
5,2697,3596,1798,26970,902,722,497,1242894,1000506,697566
5,2698,3598,1799,26980,902,722,497,1243796,1001228,698063
5,2699,3599,1800,26990,902,722,497,1244698,1001950,698560
5,2700,3600,1800,27000,902,722,497,1245600,1002672,699057
5,2701,3602,1801,27010,903,723,498,1246502,1003394,699554
5,2702,3603,1802,27020,903,723,498,1247405,1004117,700052
5,2703,3604,1802,27030,903,723,498,1248308,1004840,700550
5,2704,3606,1803,27040,904,724,498,1249211,1005563,701048
5,2705,3607,1804,27050,904,724,498,1250115,1006287,701546
5,2706,3608,1804,27060,904,724,499,1251019,1007011,702044
5,2707,3610,1805,27070,905,724,499,1251923,1007735,702543
5,2708,3611,1806,27080,905,725,499,1252828,1008459,703042
5,2709,3612,1806,27090,905,725,499,1253733,1009184,703541
5,2710,3614,1807,27100,906,725,499,1254638,1009909,704040
5,2711,3615,1808,27110,906,725,499,1255544,1010634,704539
5,2712,3616,1808,27120,906,726,500,1256450,1011359,705038
5,2713,3618,1809,27130,907,726,500,1257356,1012085,705538
5,2714,3619,1810,27140,907,726,500,1258263,1012811,706038
5,2715,3620,1810,27150,907,726,500,1259170,1013537,706538
5,2716,3622,1811,27160,908,727,500,1260077,1014263,707038
5,2717,3623,1812,27170,908,727,501,1260985,1014990,707538
5,2718,3624,1812,27180,908,727,501,1261893,1015717,708039
5,2719,3626,1813,27190,909,727,501,1262801,1016444,708540
5,2720,3627,1814,27200,909,728,501,1263710,1017171,709041
5,2721,3628,1814,27210,909,728,501,1264619,1017899,709542
5,2722,3630,1815,27220,910,728,501,1265528,1018627,710043
5,2723,3631,1816,27230,910,728,502,1266438,1019355,710544
5,2724,3632,1816,27240,910,729,502,1267348,1020083,711046
5,2725,3634,1817,27250,911,729,502,1268258,1020812,711548
5,2726,3635,1818,27260,911,729,502,1269169,1021541,712050
5,2727,3636,1818,27270,911,730,502,1270080,1022270,712552
5,2728,3638,1819,27280,912,730,502,1270991,1023000,713054
5,2729,3639,1820,27290,912,730,503,1271903,1023730,713556
5,2730,3640,1820,27300,912,730,503,1272815,1024460,714059
5,2731,3642,1821,27310,913,731,503,1273727,1025190,714562
5,2732,3643,1822,27320,913,731,503,1274640,1025921,715065
5,2733,3644,1822,27330,913,731,503,1275553,1026652,715568
5,2734,3646,1823,27340,914,731,504,1276466,1027383,716071
5,2735,3647,1824,27350,914,732,504,1277380,1028114,716575
5,2736,3648,1824,27360,914,732,504,1278294,1028846,717079
5,2737,3650,1825,27370,915,732,504,1279208,1029578,717583
5,2738,3651,1826,27380,915,732,504,1280123,1030310,718087
5,2739,3652,1826,27390,915,733,504,1281038,1031042,718591
5,2740,3654,1827,27400,916,733,505,1281953,1031775,719095
5,2741,3655,1828,27410,916,733,505,1282869,1032508,719600
5,2742,3656,1828,27420,916,733,505,1283785,1033241,720105
5,2743,3658,1829,27430,917,734,505,1284701,1033974,720610
5,2744,3659,1830,27440,917,734,505,1285618,1034708,721115
5,2745,3660,1830,27450,917,734,505,1286535,1035442,721620
5,2746,3662,1831,27460,918,734,506,1287452,1036176,722125
5,2747,3663,1832,27470,918,735,506,1288370,1036910,722631
5,2748,3664,1832,27480,918,735,506,1289288,1037645,723137
5,2749,3666,1833,27490,919,735,506,1290206,1038380,723643
5,2750,3667,1834,27500,919,735,506,1291125,1039115,724149
5,2751,3668,1834,27510,919,736,507,1292044,1039850,724655
5,2752,3670,1835,27520,919,736,507,1292963,1040586,725162
5,2753,3671,1836,27530,920,736,507,1293882,1041322,725669
5,2754,3672,1836,27540,920,737,507,1294802,1042058,726176
5,2755,3674,1837,27550,920,737,507,1295722,1042795,726683
5,2756,3675,1838,27560,921,737,507,1296642,1043532,727190
5,2757,3676,1838,27570,921,737,508,1297563,1044269,727697
5,2758,3678,1839,27580,921,738,508,1298484,1045006,728205
5,2759,3679,1840,27590,922,738,508,1299405,1045744,728713
5,2760,3680,1840,27600,922,738,508,1300327,1046482,729221
5,2761,3682,1841,27610,922,738,508,1301249,1047220,729729
5,2762,3683,1842,27620,923,739,508,1302171,1047958,730237
5,2763,3684,1842,27630,923,739,509,1303094,1048697,730745
5,2764,3686,1843,27640,923,739,509,1304017,1049436,731254
5,2765,3687,1844,27650,924,739,509,1304940,1050175,731763
5,2766,3688,1844,27660,924,740,509,1305864,1050914,732272
5,2767,3690,1845,27670,924,740,509,1306788,1051654,732781
5,2768,3691,1846,27680,925,740,510,1307712,1052394,733290
5,2769,3692,1846,27690,925,740,510,1308637,1053134,733800
5,2770,3694,1847,27700,925,741,510,1309562,1053874,734310
5,2771,3695,1848,27710,926,741,510,1310487,1054615,734820
5,2772,3696,1848,27720,926,741,510,1311413,1055356,735330
5,2773,3698,1849,27730,926,741,510,1312339,1056097,735840
5,2774,3699,1850,27740,927,742,511,1313265,1056838,736350
5,2775,3700,1850,27750,927,742,511,1314192,1057580,736861
5,2776,3702,1851,27760,927,742,511,1315119,1058322,737372
5,2777,3703,1852,27770,928,743,511,1316046,1059064,737883
5,2778,3704,1852,27780,928,743,511,1316974,1059807,738394
5,2779,3706,1853,27790,928,743,511,1317902,1060550,738905
5,2780,3707,1854,27800,929,743,512,1318830,1061293,739416
5,2781,3708,1854,27810,929,744,512,1319759,1062036,739928
5,2782,3710,1855,27820,929,744,512,1320688,1062780,740440
5,2783,3711,1856,27830,930,744,512,1321617,1063524,740952
5,2784,3712,1856,27840,930,744,512,1322547,1064268,741464
5,2785,3714,1857,27850,930,745,513,1323477,1065012,741976
5,2786,3715,1858,27860,931,745,513,1324407,1065757,742489
5,2787,3716,1858,27870,931,745,513,1325338,1066502,743002
5,2788,3718,1859,27880,931,745,513,1326269,1067247,743515
5,2789,3719,1860,27890,932,746,513,1327200,1067992,744028
5,2790,3720,1860,27900,932,746,513,1328132,1068738,744541
5,2791,3722,1861,27910,932,746,514,1329064,1069484,745054
5,2792,3723,1862,27920,933,746,514,1329996,1070230,745568
5,2793,3724,1862,27930,933,747,514,1330929,1070976,746082
5,2794,3726,1863,27940,933,747,514,1331862,1071723,746596
5,2795,3727,1864,27950,934,747,514,1332795,1072470,747110
5,2796,3728,1864,27960,934,747,514,1333729,1073217,747624
5,2797,3730,1865,27970,934,748,515,1334663,1073964,748138
5,2798,3731,1866,27980,935,748,515,1335597,1074712,748653
5,2799,3732,1866,27990,935,748,515,1336532,1075460,749168
5,2800,3734,1867,28000,935,748,515,1337467,1076208,749683
5,2801,3735,1868,28010,935,749,515,1338402,1076956,750198
5,2802,3736,1868,28020,936,749,516,1339337,1077705,750713
5,2803,3738,1869,28030,936,749,516,1340273,1078454,751229
5,2804,3739,1870,28040,936,750,516,1341209,1079203,751745
5,2805,3740,1870,28050,937,750,516,1342145,1079953,752261
5,2806,3742,1871,28060,937,750,516,1343082,1080703,752777
5,2807,3743,1872,28070,937,750,516,1344019,1081453,753293
5,2808,3744,1872,28080,938,751,517,1344956,1082203,753809
5,2809,3746,1873,28090,938,751,517,1345894,1082954,754326
5,2810,3747,1874,28100,938,751,517,1346832,1083705,754843
5,2811,3748,1874,28110,939,751,517,1347770,1084456,755360
5,2812,3750,1875,28120,939,752,517,1348709,1085207,755877
5,2813,3751,1876,28130,939,752,517,1349648,1085959,756394
5,2814,3752,1876,28140,940,752,518,1350587,1086711,756911
5,2815,3754,1877,28150,940,752,518,1351527,1087463,757429
5,2816,3755,1878,28160,940,753,518,1352467,1088215,757947
5,2817,3756,1878,28170,941,753,518,1353407,1088968,758465
5,2818,3758,1879,28180,941,753,518,1354348,1089721,758983
5,2819,3759,1880,28190,941,753,519,1355289,1090474,759501
5,2820,3760,1880,28200,942,754,519,1356230,1091227,760020
5,2821,3762,1881,28210,942,754,519,1357172,1091981,760539
5,2822,3763,1882,28220,942,754,519,1358114,1092735,761058
5,2823,3764,1882,28230,943,754,519,1359056,1093489,761577
5,2824,3766,1883,28240,943,755,519,1359999,1094243,762096
5,2825,3767,1884,28250,943,755,520,1360942,1094998,762615
5,2826,3768,1884,28260,944,755,520,1361885,1095753,763135
5,2827,3770,1885,28270,944,756,520,1362829,1096508,763655
5,2828,3771,1886,28280,944,756,520,1363773,1097264,764175
5,2829,3772,1886,28290,945,756,520,1364717,1098020,764695
5,2830,3774,1887,28300,945,756,520,1365662,1098776,765215
5,2831,3775,1888,28310,945,757,521,1366607,1099532,765735
5,2832,3776,1888,28320,946,757,521,1367552,1100289,766256
5,2833,3778,1889,28330,946,757,521,1368498,1101046,766777
5,2834,3779,1890,28340,946,757,521,1369444,1101803,767298
5,2835,3780,1890,28350,947,758,521,1370390,1102560,767819
5,2836,3782,1891,28360,947,758,522,1371337,1103318,768340
5,2837,3783,1892,28370,947,758,522,1372284,1104076,768862
5,2838,3784,1892,28380,948,758,522,1373231,1104834,769384
5,2839,3786,1893,28390,948,759,522,1374179,1105592,769906
5,2840,3787,1894,28400,948,759,522,1375127,1106351,770428
5,2841,3788,1894,28410,949,759,522,1376075,1107110,770950
5,2842,3790,1895,28420,949,759,523,1377024,1107869,771472
5,2843,3791,1896,28430,949,760,523,1377973,1108628,771995
5,2844,3792,1896,28440,950,760,523,1378922,1109388,772518
5,2845,3794,1897,28450,950,760,523,1379872,1110148,773041
5,2846,3795,1898,28460,950,760,523,1380822,1110908,773564
5,2847,3796,1898,28470,951,761,523,1381772,1111668,774087
5,2848,3798,1899,28480,951,761,524,1382723,1112429,774610
5,2849,3799,1900,28490,951,761,524,1383674,1113190,775134
5,2850,3800,1900,28500,951,761,524,1384625,1113951,775658
5,2851,3802,1901,28510,952,762,524,1385576,1114712,776182
5,2852,3803,1902,28520,952,762,524,1386528,1115474,776706
5,2853,3804,1902,28530,952,762,525,1387480,1116236,777230
5,2854,3806,1903,28540,953,763,525,1388432,1116998,777755
5,2855,3807,1904,28550,953,763,525,1389385,1117761,778280
5,2856,3808,1904,28560,953,763,525,1390338,1118524,778805
5,2857,3810,1905,28570,954,763,525,1391291,1119287,779330
5,2858,3811,1906,28580,954,764,525,1392245,1120050,779855
5,2859,3812,1906,28590,954,764,526,1393199,1120814,780380
5,2860,3814,1907,28600,955,764,526,1394153,1121578,780906
5,2861,3815,1908,28610,955,764,526,1395108,1122342,781432
5,2862,3816,1908,28620,955,765,526,1396063,1123106,781958
5,2863,3818,1909,28630,956,765,526,1397018,1123871,782484
5,2864,3819,1910,28640,956,765,526,1397974,1124636,783010
5,2865,3820,1910,28650,956,765,527,1398930,1125401,783536
5,2866,3822,1911,28660,957,766,527,1399886,1126166,784063
5,2867,3823,1912,28670,957,766,527,1400843,1126932,784590
5,2868,3824,1912,28680,957,766,527,1401800,1127698,785117
5,2869,3826,1913,28690,958,766,527,1402757,1128464,785644
5,2870,3827,1914,28700,958,767,528,1403715,1129230,786171
5,2871,3828,1914,28710,958,767,528,1404673,1129997,786699
5,2872,3830,1915,28720,959,767,528,1405631,1130764,787227
5,2873,3831,1916,28730,959,767,528,1406590,1131531,787755
5,2874,3832,1916,28740,959,768,528,1407549,1132298,788283
5,2875,3834,1917,28750,960,768,528,1408508,1133066,788811
5,2876,3835,1918,28760,960,768,529,1409468,1133834,789339
5,2877,3836,1918,28770,960,769,529,1410428,1134602,789868
5,2878,3838,1919,28780,961,769,529,1411388,1135371,790397
5,2879,3839,1920,28790,961,769,529,1412349,1136140,790926
5,2880,3840,1920,28800,961,769,529,1413310,1136909,791455
5,2881,3842,1921,28810,962,770,529,1414271,1137678,791984
5,2882,3843,1922,28820,962,770,530,1415233,1138448,792513
5,2883,3844,1922,28830,962,770,530,1416195,1139218,793043
5,2884,3846,1923,28840,963,770,530,1417157,1139988,793573
5,2885,3847,1924,28850,963,771,530,1418120,1140758,794103
5,2886,3848,1924,28860,963,771,530,1419083,1141529,794633
5,2887,3850,1925,28870,964,771,531,1420046,1142300,795163
5,2888,3851,1926,28880,964,771,531,1421010,1143071,795694
5,2889,3852,1926,28890,964,772,531,1421974,1143842,796225
5,2890,3854,1927,28900,965,772,531,1422938,1144614,796756
5,2891,3855,1928,28910,965,772,531,1423903,1145386,797287
5,2892,3856,1928,28920,965,772,531,1424868,1146158,797818
5,2893,3858,1929,28930,966,773,532,1425833,1146930,798349
5,2894,3859,1930,28940,966,773,532,1426799,1147703,798881
5,2895,3860,1930,28950,966,773,532,1427765,1148476,799413
5,2896,3862,1931,28960,967,773,532,1428731,1149249,799945
5,2897,3863,1932,28970,967,774,532,1429698,1150022,800477
5,2898,3864,1932,28980,967,774,532,1430665,1150796,801009
5,2899,3866,1933,28990,968,774,533,1431632,1151570,801541
5,2900,3867,1934,29000,968,774,533,1432600,1152344,802074
5,2901,3868,1934,29010,968,775,533,1433568,1153118,802607
5,2902,3870,1935,29020,968,775,533,1434536,1153893,803140
5,2903,3871,1936,29030,969,775,533,1435504,1154668,803673
5,2904,3872,1936,29040,969,776,534,1436473,1155443,804206
5,2905,3874,1937,29050,969,776,534,1437442,1156219,804740
5,2906,3875,1938,29060,970,776,534,1438411,1156995,805274
5,2907,3876,1938,29070,970,776,534,1439381,1157771,805808
5,2908,3878,1939,29080,970,777,534,1440351,1158547,806342
5,2909,3879,1940,29090,971,777,534,1441321,1159324,806876
5,2910,3880,1940,29100,971,777,535,1442292,1160101,807410
5,2911,3882,1941,29110,971,777,535,1443263,1160878,807945
5,2912,3883,1942,29120,972,778,535,1444234,1161655,808480
5,2913,3884,1942,29130,972,778,535,1445206,1162433,809015
5,2914,3886,1943,29140,972,778,535,1446178,1163211,809550
5,2915,3887,1944,29150,973,778,535,1447150,1163989,810085
5,2916,3888,1944,29160,973,779,536,1448123,1164767,810620
5,2917,3890,1945,29170,973,779,536,1449096,1165546,811156
5,2918,3891,1946,29180,974,779,536,1450069,1166325,811692
5,2919,3892,1946,29190,974,779,536,1451043,1167104,812228
5,2920,3894,1947,29200,974,780,536,1452017,1167883,812764
5,2921,3895,1948,29210,975,780,537,1452991,1168663,813300
5,2922,3896,1948,29220,975,780,537,1453966,1169443,813837
5,2923,3898,1949,29230,975,780,537,1454941,1170223,814374
5,2924,3899,1950,29240,976,781,537,1455916,1171003,814911
5,2925,3900,1950,29250,976,781,537,1456892,1171784,815448
5,2926,3902,1951,29260,976,781,537,1457868,1172565,815985
5,2927,3903,1952,29270,977,782,538,1458844,1173346,816522
5,2928,3904,1952,29280,977,782,538,1459821,1174128,817060
5,2929,3906,1953,29290,977,782,538,1460798,1174910,817598
5,2930,3907,1954,29300,978,782,538,1461775,1175692,818136
5,2931,3908,1954,29310,978,783,538,1462753,1176474,818674
5,2932,3910,1955,29320,978,783,538,1463731,1177257,819212
5,2933,3911,1956,29330,979,783,539,1464709,1178040,819750
5,2934,3912,1956,29340,979,783,539,1465688,1178823,820289
5,2935,3914,1957,29350,979,784,539,1466667,1179606,820828
5,2936,3915,1958,29360,980,784,539,1467646,1180390,821367
5,2937,3916,1958,29370,980,784,539,1468626,1181174,821906
5,2938,3918,1959,29380,980,784,540,1469606,1181958,822445
5,2939,3919,1960,29390,981,785,540,1470586,1182742,822985
5,2940,3920,1960,29400,981,785,540,1471567,1183527,823525
5,2941,3922,1961,29410,981,785,540,1472548,1184312,824065
5,2942,3923,1962,29420,982,785,540,1473529,1185097,824605
5,2943,3924,1962,29430,982,786,540,1474511,1185882,825145
5,2944,3926,1963,29440,982,786,541,1475493,1186668,825685
5,2945,3927,1964,29450,983,786,541,1476475,1187454,826226
5,2946,3928,1964,29460,983,786,541,1477458,1188240,826767
5,2947,3930,1965,29470,983,787,541,1478441,1189026,827308
5,2948,3931,1966,29480,984,787,541,1479424,1189813,827849
5,2949,3932,1966,29490,984,787,541,1480408,1190600,828390
5,2950,3934,1967,29500,984,787,542,1481392,1191387,828931
5,2951,3935,1968,29510,984,788,542,1482376,1192174,829473
5,2952,3936,1968,29520,985,788,542,1483360,1192962,830015
5,2953,3938,1969,29530,985,788,542,1484345,1193750,830557
5,2954,3939,1970,29540,985,789,542,1485330,1194538,831099
5,2955,3940,1970,29550,986,789,543,1486315,1195327,831641
5,2956,3942,1971,29560,986,789,543,1487301,1196116,832184
5,2957,3943,1972,29570,986,789,543,1488287,1196905,832727
5,2958,3944,1972,29580,987,790,543,1489273,1197694,833270
5,2959,3946,1973,29590,987,790,543,1490260,1198484,833813
5,2960,3947,1974,29600,987,790,543,1491247,1199274,834356
5,2961,3948,1974,29610,988,790,544,1492234,1200064,834899
5,2962,3950,1975,29620,988,791,544,1493222,1200854,835443
5,2963,3951,1976,29630,988,791,544,1494210,1201645,835987
5,2964,3952,1976,29640,989,791,544,1495198,1202436,836531
5,2965,3954,1977,29650,989,791,544,1496187,1203227,837075
5,2966,3955,1978,29660,989,792,544,1497176,1204018,837619
5,2967,3956,1978,29670,990,792,545,1498165,1204810,838163
5,2968,3958,1979,29680,990,792,545,1499155,1205602,838708
5,2969,3959,1980,29690,990,792,545,1500145,1206394,839253
5,2970,3960,1980,29700,991,793,545,1501135,1207186,839798
5,2971,3962,1981,29710,991,793,545,1502126,1207979,840343
5,2972,3963,1982,29720,991,793,546,1503117,1208772,840888
5,2973,3964,1982,29730,992,793,546,1504108,1209565,841434
5,2974,3966,1983,29740,992,794,546,1505100,1210358,841980
5,2975,3967,1984,29750,992,794,546,1506092,1211152,842526
5,2976,3968,1984,29760,993,794,546,1507084,1211946,843072
5,2977,3970,1985,29770,993,795,546,1508077,1212740,843618
5,2978,3971,1986,29780,993,795,547,1509070,1213535,844164
5,2979,3972,1986,29790,994,795,547,1510063,1214330,844711
5,2980,3974,1987,29800,994,795,547,1511057,1215125,845258
5,2981,3975,1988,29810,994,796,547,1512051,1215920,845805
5,2982,3976,1988,29820,995,796,547,1513045,1216716,846352
5,2983,3978,1989,29830,995,796,547,1514040,1217512,846899
5,2984,3979,1990,29840,995,796,548,1515035,1218308,847446
5,2985,3980,1990,29850,996,797,548,1516030,1219104,847994
5,2986,3982,1991,29860,996,797,548,1517026,1219901,848542
5,2987,3983,1992,29870,996,797,548,1518022,1220698,849090
5,2988,3984,1992,29880,997,797,548,1519018,1221495,849638
5,2989,3986,1993,29890,997,798,549,1520015,1222292,850186
5,2990,3987,1994,29900,997,798,549,1521012,1223090,850735
5,2991,3988,1994,29910,998,798,549,1522009,1223888,851284
5,2992,3990,1995,29920,998,798,549,1523007,1224686,851833
5,2993,3991,1996,29930,998,799,549,1524005,1225484,852382
5,2994,3992,1996,29940,999,799,549,1525003,1226283,852931
5,2995,3994,1997,29950,999,799,550,1526002,1227082,853480
5,2996,3995,1998,29960,999,799,550,1527001,1227881,854030
5,2997,3996,1998,29970,1000,800,550,1528000,1228680,854580
5,2998,3998,1999,29980,1000,800,550,1529000,1229480,855130
5,2999,3999,2000,29990,1000,800,550,1530000,1230280,855680
5,3000,4000,2000,30000,1000,800,550,1531000,1231080,856230
6,0,0,0,0,22,22,22,0,0,0
6,1,1,1,8,23,23,23,22,22,22
6,2,2,1,15,23,23,23,45,45,45
6,3,3,2,23,23,23,23,68,68,68
6,4,4,2,30,24,23,23,91,91,91
6,5,5,3,38,24,24,23,115,114,114
6,6,6,3,45,24,24,24,139,138,137
6,7,7,4,53,25,24,24,163,162,161
6,8,8,4,60,25,24,24,188,186,185
6,9,9,5,68,25,25,24,213,210,209
6,10,10,5,75,25,25,24,238,235,233
6,11,11,6,83,26,25,25,263,260,257
6,12,12,6,90,26,25,25,289,285,282
6,13,13,7,98,26,26,25,315,310,307
6,14,14,7,105,27,26,25,341,336,332
6,15,15,8,113,27,26,25,368,362,357
6,16,16,8,120,27,26,26,395,388,382
6,17,17,9,128,28,27,26,422,414,408
6,18,18,9,135,28,27,26,450,441,434
6,19,19,10,143,28,27,26,478,468,460
6,20,20,10,150,28,27,26,506,495,486
6,21,21,11,158,29,28,27,534,522,512
6,22,22,11,165,29,28,27,563,550,539
6,23,23,12,173,29,28,27,592,578,566
6,24,24,12,180,30,28,27,621,606,593
6,25,25,13,188,30,29,27,651,634,620
6,26,26,13,195,30,29,28,681,663,647
6,27,27,14,203,30,29,28,711,692,675
6,28,28,14,210,31,29,28,741,721,703
6,29,29,15,218,31,30,28,772,750,731
6,30,30,15,225,31,30,28,803,780,759
6,31,31,16,233,32,30,29,834,810,787
6,32,32,16,240,32,30,29,866,840,816
6,33,33,17,248,32,31,29,898,870,845
6,34,34,17,255,33,31,29,930,901,874
6,35,35,18,263,33,31,29,963,932,903
6,36,36,18,270,33,31,30,996,963,932
6,37,37,19,278,33,32,30,1029,994,962
6,38,38,19,285,34,32,30,1062,1026,992
6,39,39,20,293,34,32,30,1096,1058,1022
6,40,40,20,300,34,32,30,1130,1090,1052
6,41,41,21,308,35,33,30,1164,1122,1082
6,42,42,21,315,35,33,31,1199,1155,1112
6,43,43,22,323,35,33,31,1234,1188,1143
6,44,44,22,330,35,33,31,1269,1221,1174
6,45,45,23,338,36,34,31,1304,1254,1205
6,46,46,23,345,36,34,31,1340,1288,1236
6,47,47,24,353,36,34,32,1376,1322,1267
6,48,48,24,360,37,34,32,1412,1356,1299
6,49,49,25,368,37,34,32,1449,1390,1331
6,50,50,25,375,37,35,32,1486,1424,1363
6,51,51,26,383,38,35,32,1523,1459,1395
6,52,52,26,390,38,35,33,1561,1494,1427
6,53,53,27,398,38,35,33,1599,1529,1460
6,54,54,27,405,38,36,33,1637,1564,1493
6,55,55,28,413,39,36,33,1675,1600,1526
6,56,56,28,420,39,36,33,1714,1636,1559
6,57,57,29,428,39,36,34,1753,1672,1592
6,58,58,29,435,40,37,34,1792,1708,1626
6,59,59,30,443,40,37,34,1832,1745,1660
6,60,60,30,450,40,37,34,1872,1782,1694
6,61,61,31,458,40,37,34,1912,1819,1728
6,62,62,31,465,41,38,35,1952,1856,1762
6,63,63,32,473,41,38,35,1993,1894,1797
6,64,64,32,480,41,38,35,2034,1932,1832
6,65,65,33,488,42,38,35,2075,1970,1867
6,66,66,33,495,42,39,35,2117,2008,1902
6,67,67,34,503,42,39,36,2159,2047,1937
6,68,68,34,510,43,39,36,2201,2086,1973
6,69,69,35,518,43,39,36,2244,2125,2009
6,70,70,35,525,43,40,36,2287,2164,2045
6,71,71,36,533,43,40,36,2330,2204,2081
6,72,72,36,540,44,40,37,2373,2244,2117
6,73,73,37,548,44,40,37,2417,2284,2154
6,74,74,37,555,44,41,37,2461,2324,2191
6,75,75,38,563,45,41,37,2505,2365,2228
6,76,76,38,570,45,41,37,2550,2406,2265
6,77,77,39,578,45,41,37,2595,2447,2302
6,78,78,39,585,45,42,38,2640,2488,2339
6,79,79,40,593,46,42,38,2685,2530,2377
6,80,80,40,600,46,42,38,2731,2572,2415
6,81,81,41,608,46,42,38,2777,2614,2453
6,82,82,41,615,47,43,38,2823,2656,2491
6,83,83,42,623,47,43,39,2870,2699,2529
6,84,84,42,630,47,43,39,2917,2742,2568
6,85,85,43,638,48,43,39,2964,2785,2607
6,86,86,43,645,48,44,39,3012,2828,2646
6,87,87,44,653,48,44,39,3060,2872,2685
6,88,88,44,660,48,44,40,3108,2916,2724
6,89,89,45,668,49,44,40,3156,2960,2764
6,90,90,45,675,49,45,40,3205,3004,2804
6,91,91,46,683,49,45,40,3254,3049,2844
6,92,92,46,690,50,45,40,3303,3094,2884
6,93,93,47,698,50,45,41,3353,3139,2924
6,94,94,47,705,50,45,41,3403,3184,2965
6,95,95,48,713,50,46,41,3453,3229,3006
6,96,96,48,720,51,46,41,3503,3275,3047
6,97,97,49,728,51,46,41,3554,3321,3088
6,98,98,49,735,51,46,42,3605,3367,3129
6,99,99,50,743,52,47,42,3656,3413,3171
6,100,100,50,750,52,47,42,3708,3460,3213
6,101,101,51,758,52,47,42,3760,3507,3255
6,102,102,51,765,53,47,42,3812,3554,3297
6,103,103,52,773,53,48,43,3865,3601,3339
6,104,104,52,780,53,48,43,3918,3649,3382
6,105,105,53,788,53,48,43,3971,3697,3425
6,106,106,53,795,54,48,43,4024,3745,3468
6,107,107,54,803,54,49,43,4078,3793,3511
6,108,108,54,810,54,49,44,4132,3842,3554
6,109,109,55,818,55,49,44,4186,3891,3598
6,110,110,55,825,55,49,44,4241,3940,3642
6,111,111,56,833,55,50,44,4296,3989,3686
6,112,112,56,840,55,50,44,4351,4039,3730
6,113,113,57,848,56,50,44,4406,4089,3774
6,114,114,57,855,56,50,45,4462,4139,3818
6,115,115,58,863,56,51,45,4518,4189,3863
6,116,116,58,870,57,51,45,4574,4240,3908
6,117,117,59,878,57,51,45,4631,4291,3953
6,118,118,59,885,57,51,45,4688,4342,3998
6,119,119,60,893,58,52,46,4745,4393,4043
6,120,120,60,900,58,52,46,4803,4445,4089
6,121,121,61,908,58,52,46,4861,4497,4135
6,122,122,61,915,58,52,46,4919,4549,4181
6,123,123,62,923,59,53,46,4977,4601,4227
6,124,124,62,930,59,53,47,5036,4654,4273
6,125,125,63,938,59,53,47,5095,4707,4320
6,126,126,63,945,60,53,47,5154,4760,4367
6,127,127,64,953,60,54,47,5214,4813,4414
6,128,128,64,960,60,54,47,5274,4867,4461
6,129,129,65,968,60,54,48,5334,4921,4508
6,130,130,65,975,61,54,48,5394,4975,4556
6,131,131,66,983,61,55,48,5455,5029,4604
6,132,132,66,990,61,55,48,5516,5084,4652
6,133,133,67,998,62,55,48,5577,5139,4700
6,134,134,67,1005,62,55,49,5639,5194,4748
6,135,135,68,1013,62,56,49,5701,5249,4797
6,136,136,68,1020,63,56,49,5763,5305,4846
6,137,137,69,1028,63,56,49,5826,5361,4895
6,138,138,69,1035,63,56,49,5889,5417,4944
6,139,139,70,1043,63,56,50,5952,5473,4993
6,140,140,70,1050,64,57,50,6015,5529,5043
6,141,141,71,1058,64,57,50,6079,5586,5093
6,142,142,71,1065,64,57,50,6143,5643,5143
6,143,143,72,1073,65,57,50,6207,5700,5193
6,144,144,72,1080,65,58,51,6272,5757,5243
6,145,145,73,1088,65,58,51,6337,5815,5294
6,146,146,73,1095,65,58,51,6402,5873,5345
6,147,147,74,1103,66,58,51,6467,5931,5396
6,148,148,74,1110,66,59,51,6533,5989,5447
6,149,149,75,1118,66,59,51,6599,6048,5498
6,150,150,75,1125,67,59,52,6665,6107,5549
6,151,151,76,1133,67,59,52,6732,6166,5601
6,152,152,76,1140,67,60,52,6799,6225,5653
6,153,153,77,1148,68,60,52,6866,6285,5705
6,154,154,77,1155,68,60,52,6934,6345,5757
6,155,155,78,1163,68,60,53,7002,6405,5809
6,156,156,78,1170,68,61,53,7070,6465,5862
6,157,157,79,1178,69,61,53,7138,6526,5915
